sku,name,description,category,price,stock,rating,image_url
SKU-08292,HaloSupply Industrial Tape Measure,"Industrial tape measure from HaloSupply. Premium quality, designed for everyday use.",Tools & Hardware,756.88,10,4.9,https://picsum.photos/seed/SKU-08292/400/400
SKU-02911,HyperOriginals Adjustable Dumbbell Set,"Adjustable dumbbell set from HyperOriginals. Premium quality, designed for everyday use.",Sports & Outdoors,393.07,125,4.5,https://picsum.photos/seed/SKU-02911/400/400
SKU-06468,EliteWorks Interactive Aquarium Filter,"Interactive aquarium filter from EliteWorks. Premium quality, designed for everyday use.",Pet Supplies,176.98,31,3.5,https://picsum.photos/seed/SKU-06468/400/400
SKU-02628,EliteBrand Ceramic Pan,"Ceramic pan from EliteBrand. Premium quality, designed for everyday use.",Home & Kitchen,537.83,158,4.1,https://picsum.photos/seed/SKU-02628/400/400
SKU-06527,LuminEdition Adjustable Litter Box,"Adjustable litter box from LuminEdition. Premium quality, designed for everyday use.",Pet Supplies,268.95,27,4.7,https://picsum.photos/seed/SKU-06527/400/400
SKU-09800,HaloStudio Vintage Guitar,"Vintage guitar from HaloStudio. Premium quality, designed for everyday use.",Music,182.89,42,3.1,https://picsum.photos/seed/SKU-09800/400/400
SKU-03275,AeroOriginals Carbon Yoga Mat,"Carbon yoga mat from AeroOriginals. Premium quality, designed for everyday use.",Sports & Outdoors,1498.77,123,4.9,https://picsum.photos/seed/SKU-03275/400/400
SKU-04580,NovaEdition Anti-Aging Cleanser,"Anti-Aging cleanser from NovaEdition. Premium quality, designed for everyday use.",Beauty,10.14,318,3.1,https://picsum.photos/seed/SKU-04580/400/400
SKU-04470,ZenithCo Travel-Size Lotion,"Travel-Size lotion from ZenithCo. Premium quality, designed for everyday use.",Beauty,134.41,170,3.1,https://picsum.photos/seed/SKU-04470/400/400
SKU-07607,PulseTech Extra-Strength Multivitamin,"Extra-Strength multivitamin from PulseTech. Premium quality, designed for everyday use.",Health,45.40,223,4.6,https://picsum.photos/seed/SKU-07607/400/400
SKU-04364,OnyxBrand Travel-Size Mask,"Travel-Size mask from OnyxBrand. Premium quality, designed for everyday use.",Beauty,77.35,327,4.9,https://picsum.photos/seed/SKU-04364/400/400
SKU-04049,EliteTech Vegan Toner,"Vegan toner from EliteTech. Premium quality, designed for everyday use.",Beauty,39.61,334,4.4,https://picsum.photos/seed/SKU-04049/400/400
SKU-01163,ApexEdition Practical Atlas,"Practical atlas from ApexEdition. Premium quality, designed for everyday use.",Books,6.05,305,3.6,https://picsum.photos/seed/SKU-01163/400/400
SKU-09041,EliteSupply Solar-Powered Seed Pack,"Solar-Powered seed pack from EliteSupply. Premium quality, designed for everyday use.",Garden,681.15,46,4.9,https://picsum.photos/seed/SKU-09041/400/400
SKU-02866,ZenithSupply Anti-Slip Running Shoes,"Anti-Slip running shoes from ZenithSupply. Premium quality, designed for everyday use.",Sports & Outdoors,575.31,16,4.8,https://picsum.photos/seed/SKU-02866/400/400
SKU-02146,VergeOriginals Hand-Crafted Pan,"Hand-Crafted pan from VergeOriginals. Premium quality, designed for everyday use.",Home & Kitchen,159.02,170,3.9,https://picsum.photos/seed/SKU-02146/400/400
SKU-09102,QuillBrand Terracotta Wheelbarrow,"Terracotta wheelbarrow from QuillBrand. Premium quality, designed for everyday use.",Garden,289.81,169,3.0,https://picsum.photos/seed/SKU-09102/400/400
SKU-07573,LoomLab Daily Electrolyte Drink,"Daily electrolyte drink from LoomLab. Premium quality, designed for everyday use.",Health,32.98,192,3.2,https://picsum.photos/seed/SKU-07573/400/400
SKU-04464,StellarLab Dermatologist-Tested Conditioner,"Dermatologist-Tested conditioner from StellarLab. Premium quality, designed for everyday use.",Beauty,74.08,188,4.8,https://picsum.photos/seed/SKU-04464/400/400
SKU-06159,LuminGoods Portable Litter Box,"Portable litter box from LuminGoods. Premium quality, designed for everyday use.",Pet Supplies,200.97,163,3.8,https://picsum.photos/seed/SKU-06159/400/400
SKU-08818,AeroEdition Self-Watering Bird Feeder,"Self-Watering bird feeder from AeroEdition. Premium quality, designed for everyday use.",Garden,114.90,51,3.4,https://picsum.photos/seed/SKU-08818/400/400
SKU-06477,HyperSupply Adjustable Chew Toy,"Adjustable chew toy from HyperSupply. Premium quality, designed for everyday use.",Pet Supplies,196.60,142,3.0,https://picsum.photos/seed/SKU-06477/400/400
SKU-02004,NovaWorks Hand-Crafted Vacuum,"Hand-Crafted vacuum from NovaWorks. Premium quality, designed for everyday use.",Home & Kitchen,528.05,249,3.9,https://picsum.photos/seed/SKU-02004/400/400
SKU-06517,EliteStudio Vet-Approved Dog Food,"Vet-Approved dog food from EliteStudio. Premium quality, designed for everyday use.",Pet Supplies,161.45,188,3.9,https://picsum.photos/seed/SKU-06517/400/400
SKU-09771,VortexWorks Dual-Driver Keyboard,"Dual-Driver keyboard from VortexWorks. Premium quality, designed for everyday use.",Music,1792.16,19,3.9,https://picsum.photos/seed/SKU-09771/400/400
SKU-09811,PulseWorks Compact Headphone Amp,"Compact headphone amp from PulseWorks. Premium quality, designed for everyday use.",Music,1161.11,98,3.4,https://picsum.photos/seed/SKU-09811/400/400
SKU-09066,EliteCo Composite Planter Pot,"Composite planter pot from EliteCo. Premium quality, designed for everyday use.",Garden,629.04,144,3.6,https://picsum.photos/seed/SKU-09066/400/400
SKU-09472,ZenithOriginals Dual-Driver Guitar Strings,"Dual-Driver guitar strings from ZenithOriginals. Premium quality, designed for everyday use.",Music,1422.43,39,4.3,https://picsum.photos/seed/SKU-09472/400/400
SKU-07788,HyperSupply Daily Protein Powder,"Daily protein powder from HyperSupply. Premium quality, designed for everyday use.",Health,21.10,48,4.3,https://picsum.photos/seed/SKU-07788/400/400
SKU-09602,VergeCo Custom-Tuned Guitar,"Custom-Tuned guitar from VergeCo. Premium quality, designed for everyday use.",Music,1584.47,38,3.7,https://picsum.photos/seed/SKU-09602/400/400
SKU-09327,LuminLab Composite Wheelbarrow,"Composite wheelbarrow from LuminLab. Premium quality, designed for everyday use.",Garden,520.60,84,3.3,https://picsum.photos/seed/SKU-09327/400/400
SKU-04587,QuillWorks Travel-Size Lotion,"Travel-Size lotion from QuillWorks. Premium quality, designed for everyday use.",Beauty,59.51,105,4.0,https://picsum.photos/seed/SKU-04587/400/400
SKU-03366,HaloCo Strategy Card Game,"Strategy card game from HaloCo. Premium quality, designed for everyday use.",Toys & Games,194.28,166,4.3,https://picsum.photos/seed/SKU-03366/400/400
SKU-05404,AeroSupply Wireless Folder Pack,"Wireless folder pack from AeroSupply. Premium quality, designed for everyday use.",Office Supplies,40.41,88,3.1,https://picsum.photos/seed/SKU-05404/400/400
SKU-01832,LoomBrand Vintage Hoodie,"Vintage hoodie from LoomBrand. Premium quality, designed for everyday use.",Clothing,12.36,233,3.4,https://picsum.photos/seed/SKU-01832/400/400
SKU-02443,HyperGoods Non-Stick Cookware Set,"Non-Stick cookware set from HyperGoods. Premium quality, designed for everyday use.",Home & Kitchen,106.28,216,4.4,https://picsum.photos/seed/SKU-02443/400/400
SKU-06931,VortexLab All-Weather Dash Cam,"All-Weather dash cam from VortexLab. Premium quality, designed for everyday use.",Automotive,432.91,103,4.2,https://picsum.photos/seed/SKU-06931/400/400
SKU-02593,NovaEdition Stainless-Steel Air Fryer,"Stainless-Steel air fryer from NovaEdition. Premium quality, designed for everyday use.",Home & Kitchen,290.11,109,4.3,https://picsum.photos/seed/SKU-02593/400/400
SKU-09730,EliteWorks Dual-Driver Pedal Board,"Dual-Driver pedal board from EliteWorks. Premium quality, designed for everyday use.",Music,496.57,96,4.1,https://picsum.photos/seed/SKU-09730/400/400
SKU-07603,RidgeCo Liquid Electrolyte Drink,"Liquid electrolyte drink from RidgeCo. Premium quality, designed for everyday use.",Health,43.94,31,3.7,https://picsum.photos/seed/SKU-07603/400/400
SKU-03615,NovaBrand Cooperative Action Figure,"Cooperative action figure from NovaBrand. Premium quality, designed for everyday use.",Toys & Games,125.06,219,3.2,https://picsum.photos/seed/SKU-03615/400/400
SKU-07715,CrestSupply High-Potency Electrolyte Drink,"High-Potency electrolyte drink from CrestSupply. Premium quality, designed for everyday use.",Health,40.22,85,4.0,https://picsum.photos/seed/SKU-07715/400/400
SKU-05783,EliteGoods Pocket Stapler,"Pocket stapler from EliteGoods. Premium quality, designed for everyday use.",Office Supplies,81.48,120,3.5,https://picsum.photos/seed/SKU-05783/400/400
SKU-06112,EliteBrand Adjustable Aquarium Filter,"Adjustable aquarium filter from EliteBrand. Premium quality, designed for everyday use.",Pet Supplies,167.29,13,3.7,https://picsum.photos/seed/SKU-06112/400/400
SKU-09326,VergeOriginals Heirloom Seed Pack,"Heirloom seed pack from VergeOriginals. Premium quality, designed for everyday use.",Garden,656.22,103,3.4,https://picsum.photos/seed/SKU-09326/400/400
SKU-06806,AeroGoods Anti-Corrosion Jumper Cables,"Anti-Corrosion jumper cables from AeroGoods. Premium quality, designed for everyday use.",Automotive,434.89,132,3.2,https://picsum.photos/seed/SKU-06806/400/400
SKU-02231,PulseGoods Stainless-Steel Pan,"Stainless-Steel pan from PulseGoods. Premium quality, designed for everyday use.",Home & Kitchen,344.58,153,3.1,https://picsum.photos/seed/SKU-02231/400/400
SKU-03772,HaloLab Educational Drone Kit,"Educational drone kit from HaloLab. Premium quality, designed for everyday use.",Toys & Games,34.43,313,3.8,https://picsum.photos/seed/SKU-03772/400/400
SKU-05015,CrestStudio Artisan Almonds,"Artisan almonds from CrestStudio. Premium quality, designed for everyday use.",Grocery,49.67,152,3.3,https://picsum.photos/seed/SKU-05015/400/400
SKU-09552,StellarEdition Acoustic Ukulele,"Acoustic ukulele from StellarEdition. Premium quality, designed for everyday use.",Music,1768.94,74,3.9,https://picsum.photos/seed/SKU-09552/400/400
SKU-06948,CrestOriginals Synthetic Phone Mount,"Synthetic phone mount from CrestOriginals. Premium quality, designed for everyday use.",Automotive,293.53,49,3.7,https://picsum.photos/seed/SKU-06948/400/400
SKU-04215,HaloCo Sulfate-Free Conditioner,"Sulfate-Free conditioner from HaloCo. Premium quality, designed for everyday use.",Beauty,21.74,292,3.8,https://picsum.photos/seed/SKU-04215/400/400
SKU-00718,AeroWorks Complete Anthology,"Complete anthology from AeroWorks. Premium quality, designed for everyday use.",Books,8.30,426,3.5,https://picsum.photos/seed/SKU-00718/400/400
SKU-09050,StellarCo Heavy-Duty Garden Trowel,"Heavy-Duty garden trowel from StellarCo. Premium quality, designed for everyday use.",Garden,321.76,61,3.2,https://picsum.photos/seed/SKU-09050/400/400
SKU-06891,LoomBrand High-Performance Engine Oil,"High-Performance engine oil from LoomBrand. Premium quality, designed for everyday use.",Automotive,145.40,52,4.2,https://picsum.photos/seed/SKU-06891/400/400
SKU-01734,ApexTech Cotton Cap,"Cotton cap from ApexTech. Premium quality, designed for everyday use.",Clothing,76.71,216,3.6,https://picsum.photos/seed/SKU-01734/400/400
SKU-09854,CrestStudio Compact Keyboard,"Compact keyboard from CrestStudio. Premium quality, designed for everyday use.",Music,2402.15,34,4.9,https://picsum.photos/seed/SKU-09854/400/400
SKU-00938,QuillGoods Illustrated Memoir,"Illustrated memoir from QuillGoods. Premium quality, designed for everyday use.",Books,9.43,245,4.5,https://picsum.photos/seed/SKU-00938/400/400
SKU-08467,QuillEdition 20V Wrench Set,"20V wrench set from QuillEdition. Premium quality, designed for everyday use.",Tools & Hardware,430.03,103,3.9,https://picsum.photos/seed/SKU-08467/400/400
SKU-01664,HyperEdition Vintage Cap,"Vintage cap from HyperEdition. Premium quality, designed for everyday use.",Clothing,242.00,339,4.1,https://picsum.photos/seed/SKU-01664/400/400
SKU-05055,QuillStudio Stone-Ground Olive Oil,"Stone-Ground olive oil from QuillStudio. Premium quality, designed for everyday use.",Grocery,23.80,330,4.5,https://picsum.photos/seed/SKU-05055/400/400
SKU-06981,ForgeLab Long-Lasting Floor Mats,"Long-Lasting floor mats from ForgeLab. Premium quality, designed for everyday use.",Automotive,258.06,168,3.1,https://picsum.photos/seed/SKU-06981/400/400
SKU-07813,CrestEdition Liquid Bandages,"Liquid bandages from CrestEdition. Premium quality, designed for everyday use.",Health,28.49,343,5.0,https://picsum.photos/seed/SKU-07813/400/400
SKU-08079,OnyxStudio Insulated Sander,"Insulated sander from OnyxStudio. Premium quality, designed for everyday use.",Tools & Hardware,440.05,73,3.6,https://picsum.photos/seed/SKU-08079/400/400
SKU-00319,HyperBrand Portable Monitor,"Portable monitor from HyperBrand. Premium quality, designed for everyday use.",Electronics,196.52,196,3.8,https://picsum.photos/seed/SKU-00319/400/400
SKU-04482,VergeSupply Hydrating Mask,"Hydrating mask from VergeSupply. Premium quality, designed for everyday use.",Beauty,48.77,245,3.7,https://picsum.photos/seed/SKU-04482/400/400
SKU-06066,VergeBrand Vet-Approved Leash,"Vet-Approved leash from VergeBrand. Premium quality, designed for everyday use.",Pet Supplies,73.74,108,3.2,https://picsum.photos/seed/SKU-06066/400/400
SKU-05871,OnyxTech Pocket Desk Lamp,"Pocket desk lamp from OnyxTech. Premium quality, designed for everyday use.",Office Supplies,154.19,93,3.5,https://picsum.photos/seed/SKU-05871/400/400
SKU-00433,AeroSupply Compact Router,"Compact router from AeroSupply. Premium quality, designed for everyday use.",Electronics,837.43,249,3.1,https://picsum.photos/seed/SKU-00433/400/400
SKU-00440,PulseStudio Wireless Router,"Wireless router from PulseStudio. Premium quality, designed for everyday use.",Electronics,628.53,265,3.4,https://picsum.photos/seed/SKU-00440/400/400
SKU-05491,ForgeTech Recycled Folder Pack,"Recycled folder pack from ForgeTech. Premium quality, designed for everyday use.",Office Supplies,187.58,454,3.1,https://picsum.photos/seed/SKU-05491/400/400
SKU-03139,RidgeOriginals Lightweight Backpack,"Lightweight backpack from RidgeOriginals. Premium quality, designed for everyday use.",Sports & Outdoors,238.88,112,3.2,https://picsum.photos/seed/SKU-03139/400/400
SKU-07980,RidgeStudio Chewable Protein Powder,"Chewable protein powder from RidgeStudio. Premium quality, designed for everyday use.",Health,24.10,258,4.0,https://picsum.photos/seed/SKU-07980/400/400
SKU-00596,StellarGoods Portable Headphones,"Portable headphones from StellarGoods. Premium quality, designed for everyday use.",Electronics,998.41,154,4.1,https://picsum.photos/seed/SKU-00596/400/400
SKU-01992,VergeTech Casual Socks,"Casual socks from VergeTech. Premium quality, designed for everyday use.",Clothing,147.96,344,3.1,https://picsum.photos/seed/SKU-01992/400/400
SKU-07966,ZenithGoods High-Potency Vitamin D,"High-Potency vitamin d from ZenithGoods. Premium quality, designed for everyday use.",Health,51.33,188,3.0,https://picsum.photos/seed/SKU-07966/400/400
SKU-07039,CrestEdition Compact Tire Inflator,"Compact tire inflator from CrestEdition. Premium quality, designed for everyday use.",Automotive,276.90,171,3.6,https://picsum.photos/seed/SKU-07039/400/400
SKU-00385,AeroOriginals Pro Charger,"Pro charger from AeroOriginals. Premium quality, designed for everyday use.",Electronics,251.76,284,3.4,https://picsum.photos/seed/SKU-00385/400/400
SKU-04659,OnyxWorks Refreshing Lip Balm,"Refreshing lip balm from OnyxWorks. Premium quality, designed for everyday use.",Beauty,43.86,268,4.4,https://picsum.photos/seed/SKU-04659/400/400
SKU-08849,CrestTech Ergonomic Patio Set,"Ergonomic patio set from CrestTech. Premium quality, designed for everyday use.",Garden,480.78,60,3.9,https://picsum.photos/seed/SKU-08849/400/400
SKU-07539,AeroLab Chewable Pain Reliever,"Chewable pain reliever from AeroLab. Premium quality, designed for everyday use.",Health,73.37,309,3.4,https://picsum.photos/seed/SKU-07539/400/400
SKU-08261,ApexBrand Cordless Sander,"Cordless sander from ApexBrand. Premium quality, designed for everyday use.",Tools & Hardware,743.02,84,4.4,https://picsum.photos/seed/SKU-08261/400/400
SKU-01202,LoomLab Pocket Almanac,"Pocket almanac from LoomLab. Premium quality, designed for everyday use.",Books,43.20,243,3.9,https://picsum.photos/seed/SKU-01202/400/400
SKU-05224,PulseCo Stone-Ground Hot Sauce,"Stone-Ground hot sauce from PulseCo. Premium quality, designed for everyday use.",Grocery,43.79,288,4.2,https://picsum.photos/seed/SKU-05224/400/400
SKU-07291,RidgeWorks All-Weather Cleaning Kit,"All-Weather cleaning kit from RidgeWorks. Premium quality, designed for everyday use.",Automotive,199.12,172,4.8,https://picsum.photos/seed/SKU-07291/400/400
SKU-08391,LoomLab Cordless Pliers,"Cordless pliers from LoomLab. Premium quality, designed for everyday use.",Tools & Hardware,253.06,178,4.9,https://picsum.photos/seed/SKU-08391/400/400
SKU-06786,ForgeStudio Compact Wiper Blades,"Compact wiper blades from ForgeStudio. Premium quality, designed for everyday use.",Automotive,273.22,44,4.7,https://picsum.photos/seed/SKU-06786/400/400
SKU-08337,AeroEdition Precision Drill,"Precision drill from AeroEdition. Premium quality, designed for everyday use.",Tools & Hardware,520.83,31,3.3,https://picsum.photos/seed/SKU-08337/400/400
SKU-07909,VortexBrand Sugar-Free Magnesium,"Sugar-Free magnesium from VortexBrand. Premium quality, designed for everyday use.",Health,77.91,189,4.7,https://picsum.photos/seed/SKU-07909/400/400
SKU-08591,HaloEdition Ratcheting Tape Measure,"Ratcheting tape measure from HaloEdition. Premium quality, designed for everyday use.",Tools & Hardware,746.80,86,3.0,https://picsum.photos/seed/SKU-08591/400/400
SKU-00448,OnyxStudio Bluetooth Webcam,"Bluetooth webcam from OnyxStudio. Premium quality, designed for everyday use.",Electronics,83.62,49,4.8,https://picsum.photos/seed/SKU-00448/400/400
SKU-08565,RidgeSupply Industrial Sander,"Industrial sander from RidgeSupply. Premium quality, designed for everyday use.",Tools & Hardware,788.82,17,4.1,https://picsum.photos/seed/SKU-08565/400/400
SKU-08900,AeroTech Stainless Seed Pack,"Stainless seed pack from AeroTech. Premium quality, designed for everyday use.",Garden,566.30,127,4.2,https://picsum.photos/seed/SKU-08900/400/400
SKU-06082,ForgeEdition Portable Pet Bed,"Portable pet bed from ForgeEdition. Premium quality, designed for everyday use.",Pet Supplies,214.45,226,3.2,https://picsum.photos/seed/SKU-06082/400/400
SKU-00114,ZenithTech Pro Hub,"Pro hub from ZenithTech. Premium quality, designed for everyday use.",Electronics,1034.30,224,3.6,https://picsum.photos/seed/SKU-00114/400/400
SKU-05846,VortexStudio Premium Mouse Pad,"Premium mouse pad from VortexStudio. Premium quality, designed for everyday use.",Office Supplies,139.23,41,3.6,https://picsum.photos/seed/SKU-05846/400/400
SKU-07115,ZenithEdition OEM-Spec Cleaning Kit,"OEM-Spec cleaning kit from ZenithEdition. Premium quality, designed for everyday use.",Automotive,461.20,145,4.9,https://picsum.photos/seed/SKU-07115/400/400
SKU-07847,HyperWorks High-Potency Cough Syrup,"High-Potency cough syrup from HyperWorks. Premium quality, designed for everyday use.",Health,70.94,176,3.6,https://picsum.photos/seed/SKU-07847/400/400
SKU-02841,ApexSupply Waterproof Yoga Mat,"Waterproof yoga mat from ApexSupply. Premium quality, designed for everyday use.",Sports & Outdoors,389.15,172,3.7,https://picsum.photos/seed/SKU-02841/400/400
SKU-05142,VortexTech Organic Coffee Beans,"Organic coffee beans from VortexTech. Premium quality, designed for everyday use.",Grocery,13.64,328,4.2,https://picsum.photos/seed/SKU-05142/400/400
SKU-03803,OnyxLab Glow-in-the-Dark Puzzle,"Glow-in-the-Dark puzzle from OnyxLab. Premium quality, designed for everyday use.",Toys & Games,91.18,182,3.0,https://picsum.photos/seed/SKU-03803/400/400
SKU-01034,StellarWorks Essential Almanac,"Essential almanac from StellarWorks. Premium quality, designed for everyday use.",Books,44.04,24,4.5,https://picsum.photos/seed/SKU-01034/400/400
SKU-05114,PulseOriginals Fair-Trade Chocolate Bar,"Fair-Trade chocolate bar from PulseOriginals. Premium quality, designed for everyday use.",Grocery,21.35,84,3.9,https://picsum.photos/seed/SKU-05114/400/400
SKU-06080,ZenithSupply Durable Litter Box,"Durable litter box from ZenithSupply. Premium quality, designed for everyday use.",Pet Supplies,64.94,145,3.6,https://picsum.photos/seed/SKU-06080/400/400
SKU-04402,ApexLab Vegan Moisturizer,"Vegan moisturizer from ApexLab. Premium quality, designed for everyday use.",Beauty,21.97,185,4.3,https://picsum.photos/seed/SKU-04402/400/400
SKU-05813,ForgeTech Pocket Pen Set,"Pocket pen set from ForgeTech. Premium quality, designed for everyday use.",Office Supplies,29.87,220,3.0,https://picsum.photos/seed/SKU-05813/400/400
SKU-03532,EliteCo Classic Card Game,"Classic card game from EliteCo. Premium quality, designed for everyday use.",Toys & Games,195.95,11,4.2,https://picsum.photos/seed/SKU-03532/400/400
SKU-08569,StellarCo Insulated Pliers,"Insulated pliers from StellarCo. Premium quality, designed for everyday use.",Tools & Hardware,591.09,136,4.1,https://picsum.photos/seed/SKU-08569/400/400
SKU-06306,VergeWorks Durable Leash,"Durable leash from VergeWorks. Premium quality, designed for everyday use.",Pet Supplies,18.71,15,3.3,https://picsum.photos/seed/SKU-06306/400/400
SKU-06748,AeroOriginals Universal-Fit Phone Mount,"Universal-Fit phone mount from AeroOriginals. Premium quality, designed for everyday use.",Automotive,399.18,114,3.9,https://picsum.photos/seed/SKU-06748/400/400
SKU-02093,LoomSupply Multi-Use Knife Set,"Multi-Use knife set from LoomSupply. Premium quality, designed for everyday use.",Home & Kitchen,96.81,146,5.0,https://picsum.photos/seed/SKU-02093/400/400
SKU-03856,EliteGoods Cooperative RC Car,"Cooperative rc car from EliteGoods. Premium quality, designed for everyday use.",Toys & Games,139.23,206,5.0,https://picsum.photos/seed/SKU-03856/400/400
SKU-02077,PulseOriginals Non-Stick Mixer,"Non-Stick mixer from PulseOriginals. Premium quality, designed for everyday use.",Home & Kitchen,347.22,29,3.6,https://picsum.photos/seed/SKU-02077/400/400
SKU-01769,LuminLab Cotton Scarf,"Cotton scarf from LuminLab. Premium quality, designed for everyday use.",Clothing,41.77,291,4.8,https://picsum.photos/seed/SKU-01769/400/400
SKU-08638,CrestTech Industrial Sander,"Industrial sander from CrestTech. Premium quality, designed for everyday use.",Tools & Hardware,378.36,77,4.4,https://picsum.photos/seed/SKU-08638/400/400
SKU-07688,ForgeSupply Time-Release Cough Syrup,"Time-Release cough syrup from ForgeSupply. Premium quality, designed for everyday use.",Health,29.72,206,4.7,https://picsum.photos/seed/SKU-07688/400/400
SKU-01665,VergeTech Vintage Sneakers,"Vintage sneakers from VergeTech. Premium quality, designed for everyday use.",Clothing,25.51,170,3.0,https://picsum.photos/seed/SKU-01665/400/400
SKU-07953,EliteEdition Extra-Strength Magnesium,"Extra-Strength magnesium from EliteEdition. Premium quality, designed for everyday use.",Health,5.65,68,3.0,https://picsum.photos/seed/SKU-07953/400/400
SKU-08252,RidgeBrand Ratcheting Wrench Set,"Ratcheting wrench set from RidgeBrand. Premium quality, designed for everyday use.",Tools & Hardware,188.50,126,3.9,https://picsum.photos/seed/SKU-08252/400/400
SKU-02136,NovaWorks Multi-Use Blender,"Multi-Use blender from NovaWorks. Premium quality, designed for everyday use.",Home & Kitchen,212.71,72,4.8,https://picsum.photos/seed/SKU-02136/400/400
SKU-04832,ForgeOriginals Gluten-Free Tea,"Gluten-Free tea from ForgeOriginals. Premium quality, designed for everyday use.",Grocery,31.78,547,3.1,https://picsum.photos/seed/SKU-04832/400/400
SKU-00559,OnyxSupply Pro Tablet,"Pro tablet from OnyxSupply. Premium quality, designed for everyday use.",Electronics,523.40,249,3.8,https://picsum.photos/seed/SKU-00559/400/400
SKU-01466,RidgeEdition Vintage Hoodie,"Vintage hoodie from RidgeEdition. Premium quality, designed for everyday use.",Clothing,13.28,370,3.5,https://picsum.photos/seed/SKU-01466/400/400
SKU-06766,OnyxGoods Universal-Fit Wiper Blades,"Universal-Fit wiper blades from OnyxGoods. Premium quality, designed for everyday use.",Automotive,230.88,10,4.9,https://picsum.photos/seed/SKU-06766/400/400
SKU-09240,ApexCo Solar-Powered Pruning Shears,"Solar-Powered pruning shears from ApexCo. Premium quality, designed for everyday use.",Garden,371.34,48,3.7,https://picsum.photos/seed/SKU-09240/400/400
SKU-08272,OnyxTech Forged Sander,"Forged sander from OnyxTech. Premium quality, designed for everyday use.",Tools & Hardware,122.89,20,4.3,https://picsum.photos/seed/SKU-08272/400/400
SKU-06933,RidgeTech High-Performance Jumper Cables,"High-Performance jumper cables from RidgeTech. Premium quality, designed for everyday use.",Automotive,239.47,90,3.8,https://picsum.photos/seed/SKU-06933/400/400
SKU-00265,VergeEdition Pro Drone,"Pro drone from VergeEdition. Premium quality, designed for everyday use.",Electronics,501.79,214,4.6,https://picsum.photos/seed/SKU-00265/400/400
SKU-01119,QuillCo Illustrated Cookbook,"Illustrated cookbook from QuillCo. Premium quality, designed for everyday use.",Books,7.87,486,3.5,https://picsum.photos/seed/SKU-01119/400/400
SKU-05206,VergeTech Whole-Grain Chocolate Bar,"Whole-Grain chocolate bar from VergeTech. Premium quality, designed for everyday use.",Grocery,8.24,170,4.6,https://picsum.photos/seed/SKU-05206/400/400
SKU-00374,HyperLab Ultra-HD Speaker,"Ultra-HD speaker from HyperLab. Premium quality, designed for everyday use.",Electronics,237.06,234,4.1,https://picsum.photos/seed/SKU-00374/400/400
SKU-05613,AeroOriginals Refillable Desk Lamp,"Refillable desk lamp from AeroOriginals. Premium quality, designed for everyday use.",Office Supplies,102.11,260,3.3,https://picsum.photos/seed/SKU-05613/400/400
SKU-06684,OnyxSupply Long-Lasting Tool Kit,"Long-Lasting tool kit from OnyxSupply. Premium quality, designed for everyday use.",Automotive,107.65,138,3.1,https://picsum.photos/seed/SKU-06684/400/400
SKU-01827,LuminEdition Athletic Cap,"Athletic cap from LuminEdition. Premium quality, designed for everyday use.",Clothing,126.93,300,3.8,https://picsum.photos/seed/SKU-01827/400/400
SKU-07789,OnyxStudio Chewable Bandages,"Chewable bandages from OnyxStudio. Premium quality, designed for everyday use.",Health,20.59,31,4.6,https://picsum.photos/seed/SKU-07789/400/400
SKU-04971,PulseOriginals Stone-Ground Tea,"Stone-Ground tea from PulseOriginals. Premium quality, designed for everyday use.",Grocery,38.20,458,4.2,https://picsum.photos/seed/SKU-04971/400/400
SKU-08347,OnyxTech Insulated Sander,"Insulated sander from OnyxTech. Premium quality, designed for everyday use.",Tools & Hardware,360.47,69,4.8,https://picsum.photos/seed/SKU-08347/400/400
SKU-05977,HyperGoods Quick-Dry Paper Shredder,"Quick-Dry paper shredder from HyperGoods. Premium quality, designed for everyday use.",Office Supplies,30.48,234,4.3,https://picsum.photos/seed/SKU-05977/400/400
SKU-00620,ApexOriginals Compact Keyboard,"Compact keyboard from ApexOriginals. Premium quality, designed for everyday use.",Electronics,1014.12,159,4.0,https://picsum.photos/seed/SKU-00620/400/400
SKU-02951,OnyxCo Quick-Dry Yoga Mat,"Quick-Dry yoga mat from OnyxCo. Premium quality, designed for everyday use.",Sports & Outdoors,540.69,6,4.3,https://picsum.photos/seed/SKU-02951/400/400
SKU-06287,QuillBrand Interactive Carrier,"Interactive carrier from QuillBrand. Premium quality, designed for everyday use.",Pet Supplies,202.83,139,4.3,https://picsum.photos/seed/SKU-06287/400/400
SKU-03253,LuminStudio Carbon Tent,"Carbon tent from LuminStudio. Premium quality, designed for everyday use.",Sports & Outdoors,960.91,58,4.1,https://picsum.photos/seed/SKU-03253/400/400
SKU-03575,ZenithWorks Educational Board Game,"Educational board game from ZenithWorks. Premium quality, designed for everyday use.",Toys & Games,105.69,347,4.2,https://picsum.photos/seed/SKU-03575/400/400
SKU-01514,PulseOriginals Athletic Hoodie,"Athletic hoodie from PulseOriginals. Premium quality, designed for everyday use.",Clothing,206.22,198,4.8,https://picsum.photos/seed/SKU-01514/400/400
SKU-01374,VortexCo Lightweight Hoodie,"Lightweight hoodie from VortexCo. Premium quality, designed for everyday use.",Clothing,189.98,118,3.5,https://picsum.photos/seed/SKU-01374/400/400
